197601,1,0.02842144,1059657728,30998006.5192961,19.819963,12
197601,2,0.02613651,191669920,5144029.76620389,19.982233,10
197601,3,0.01069188,44571816,481706.859996338,17.630783,18
197601,4,0.04037968,175923136,7402636.00949642,19.86433,12
197601,5,0.03254494,70140640,2359513.13372799,13.948468,10
197601,6,0.03759674,87000424,3398712.84415408,22.638403,12
197601,7,0.00804505,40910832,331799.028757909,19.019928,19.5
197601,8,0.02215809,414488832,9392398.45370391,17.804003,8
197601,9,0.08630985,107626232,10166689.3749322,15.498508,9
197601,10,0.02448925,267416992,6713243.8789998,13.188345,6.5
197601,11,0.1016973,151616224,17164548.8953726,15.016248,7
197601,12,0.05338977,132392312,7467059.68669728,19.985241,12
197601,13,0.12981102,349646528,52158753.4228928,12.717549,6
197601,14,0.11394455,288345856,37080567.3688761,15.890244,8
197601,15,0.07621653,335126176,27649503.4565722,11.343306,7
197601,16,0.07978677,666709376,57806805.9723022,12.823144,5
197601,17,0.06595235,1307266304,92305017.6558063,15.54663,8
197601,18,0.1720558,12366707,2569936.07328924,20.616735,13
197601,19,0.17820117,502479456,108959058.703166,14.923068,8
197601,20,0.07802366,620532032,52513473.7013719,16.889414,8
197601,21,0.11383982,1131913856,145410358.680917,19.314661,10
197601,22,0.12123121,256129680,35334562.8300168,19.284071,9
197602,1,0.0324749,1071019584,35948683.7999775,20.201614,10
197602,2,0.02475303,195543712,4963152.43045293,17.282446,10.5
197602,3,0.01615258,41994512,689456.211249667,13.064395,2
197602,4,0.04264852,178648544,7958514.88290892,19.379772,14
197602,5,0.03144601,70368472,2284650.82694742,17.394245,17.5
197602,6,0.02483008,90276216,2298641.1079797,37.354015,34
197602,7,0.00787556,39006920,309639.926696292,28.271669,28
197602,8,0.0230619,425347520,10040883.8302939,17.394222,6
197602,9,0.08792926,108103944,10421888.765998,12.643242,7
197602,10,0.03337072,261912128,9041932.07150952,12.793603,6
197602,11,0.09845133,154270816,16846752.1729973,14.186098,8
197602,12,0.04345926,135520416,6157204.54755765,23.89115,19
197602,13,0.12862069,352297024,52001104.2169759,12.559711,6
197602,14,0.11012629,284255616,35178043.8616898,14.444068,8
197602,15,0.06984534,327660096,24604005.9720312,12.282118,8
197602,16,0.06904456,668186560,49556235.5090955,12.303452,6
197602,17,0.05920558,1313964288,82689710.0115954,18.875034,10
197602,18,0.13008546,14691209,2196897.04315224,18.024565,15.5
197602,19,0.1894774,491907968,114994255.330972,18.019196,11
197602,20,0.07026493,611012672,46177415.4944945,17.767073,9
197602,21,0.11366813,1149203712,147380277.471122,18.643864,10
197602,22,0.11452853,251253168,32497552.9577289,17.911701,9
197603,1,0.02756351,1078055424,30557256.7109017,24.513016,15
197603,2,0.02614063,196795136,5282435.01520726,13.982329,8
197603,3,0.02932131,39101372,1181135.9017651,14.840495,11
197603,4,0.03853359,178933920,7171302.33428831,15.204408,13
197603,5,0.05126498,71484032,3862645.93753413,20.758512,16.5
197603,6,0.02258382,88186896,2037614.09558692,20.767845,10
197603,7,0.00974485,40261360,396201.841511251,15.373335,18.5
197603,8,0.02075561,431345984,9142609.45520478,25.565077,12
197603,9,0.07000978,114066376,8586931.04230417,19.409349,13
197603,10,0.02625036,280519616,7562252.76454198,15.881632,10
197603,11,0.0876848,151820176,14591800.9132423,14.520596,8
197603,12,0.0321728,138455904,4602592.39274449,20.016317,15
197603,13,0.12141407,358298432,49514190.2667827,12.369085,6
197603,14,0.10665897,284852736,34009519.7725799,17.716621,11.5
197603,15,0.08095252,335133312,29519569.698778,13.541041,9
197603,16,0.06392905,686583488,46890281.2693059,13.324086,6
197603,17,0.05805608,1305249024,80448145.7423346,19.315796,12
197603,18,0.14288756,13964657,2328021.00616685,13.426915,15
197603,19,0.17172742,503697216,104432556.930549,18.892271,13
197603,20,0.07366669,614728960,48886342.7898781,19.556814,13
197603,21,0.10549225,1146219392,135177434.355054,21.473169,12
197603,22,0.10288237,259688704,29781366.9426477,18.035515,10.5
197604,1,0.02582432,1090539008,28908983.1467303,24.097298,15
197604,2,0.02794209,196242448,5641046.78067618,14.395183,12
197604,3,0.01256175,40064756,509685.996752708,40.912724,52
197604,4,0.02273353,174618064,4062029.26054131,21.225622,14
197604,5,0.0282908,67797408,1973885.7162682,20.458508,11
197604,6,0.0346056,82106168,2943183.85039399,14.564119,3
197604,7,0.00806151,38139656,309961.979840665,8.4103765,8.5
197604,8,0.01544377,405596704,6362198.54028457,18.559887,10
197604,9,0.06724147,113546608,8185441.98725662,20.817087,13
197604,10,0.02880532,282839648,8388932.45309721,14.879025,8
197604,11,0.08247161,154869520,13920374.3377654,15.40824,8
197604,12,0.02996984,134562016,4157398.66232349,21.401468,12.5
197604,13,0.10133269,371194272,41855438.2426036,13.55647,6
197604,14,0.0776127,332378560,27967424.8157059,16.220818,10
197604,15,0.0743833,352763552,28348361.8191867,11.939409,4
197604,16,0.06137903,705533632,46136802.1263545,16.723526,7
197604,17,0.0600606,1309272192,83660365.1414498,19.832727,12
197604,18,0.18871994,12691662,2952333.98333527,17.83082,9
197604,19,0.14873733,530507168,92693151.5911316,20.691591,13
197604,20,0.0616586,612399936,40240921.5812599,20.047194,14
197604,21,0.09146483,1170708864,117858604.444837,19.796276,10
197604,22,0.1011699,256289488,28847255.8629392,16.818119,12
197605,1,0.0271223,1098981632,30637879.2705328,23.656664,15
197605,2,0.02931725,182989824,5526788.66258208,17.88751,8
197605,3,0.01187127,40883188,491166.128940265,32.563393,26
197605,4,0.03010964,169689440,5267902.60107503,18.839521,12
197605,5,0.02648982,63462264,1726847.83856341,18.673952,3
197605,6,0.02738551,84151488,2369419.16847124,18.912155,8.5
197605,7,0.02695542,38399264,1063741.89845534,14.70436,13.5
197605,8,0.01846043,418924032,7878966.8847011,14.986462,8
197605,9,0.07148042,116931424,9001756.6443974,13.379821,4
197605,10,0.02192303,286468576,6421027.56565803,12.818049,8
197605,11,0.06710681,153211552,11021131.48652,19.778555,8.5
197605,12,0.03743703,128744072,5007252.34192851,21.306965,13
197605,13,0.09115465,370835168,37193731.5261955,13.095242,6
197605,14,0.07575222,339286720,27808259.660108,13.583288,6
197605,15,0.05763237,368785696,22553824.0130123,12.887425,4
197605,16,0.05562475,696144640,41003691.6615932,14.306746,8
197605,17,0.05749022,1310644736,79945328.7524315,15.750306,8
197605,18,0.10363648,14603723,1688465.01764713,19.296234,26
197605,19,0.1163071,538497792,70874300.9522009,19.97724,12
197605,20,0.05310244,627730944,35203432.9773786,19.666788,10
197605,21,0.08479123,1181868288,109496400.299479,19.494232,9
197605,22,0.08504897,261887536,24343669.1826424,14.664793,6
197606,1,0.02734581,1103169792,31015207.5012102,20.269997,13
197606,2,0.03262241,190745872,6432431.45852854,19.630644,11
197606,3,0.01531409,42846888,666365.886206212,14.90236,8
197606,4,0.03026706,176137616,5497562.8565623,21.421822,12
197606,5,0.03073586,68074400,2158673.92760863,19.218695,8
197606,6,0.02611152,82027544,2199290.67823749,33.087921,13
197606,7,0.01429856,43217424,626910.852549267,20.539938,14
197606,8,0.03545975,351624864,12926914.9433878,12.7954,4
197606,9,0.06641407,117859240,8384350.66765284,12.791998,5
197606,10,0.02165289,290188576,6422486.71372335,11.15669,5
197606,11,0.08463727,156565488,14476529.4087708,14.616879,4
197606,12,0.04279714,128792768,5758405.40539497,21.950653,12
197606,13,0.12526228,368038432,52703035.51097,10.890952,4
197606,14,0.10189387,356974720,40500264.3874242,13.742657,4
197606,15,0.07017322,439601696,33176358.4242875,7.9192963,4
197606,16,0.06180539,706560704,46546057.0801985,13.243974,5
197606,17,0.06389521,1310640768,89459714.3402303,15.695544,8
197606,18,0.04425715,16416188,760176.960512129,21.290388,9
197606,19,0.11420639,597271168,77006859.3612495,18.274185,8
197606,20,0.06065493,637845760,41186664.1548423,21.645422,10
197606,21,0.08825973,1212795520,117402958.564515,18.27989,8
197606,22,0.08552498,266772000,24949473.1573532,17.16127,8
197607,1,0.03174321,1120219904,36725149.8012752,19.254827,11
197607,2,0.0207543,192357152,4076850.21211081,14.969885,9
197607,3,0.02609975,45964316,1231807.01157126,8.3622913,3
197607,4,0.02429926,180140304,4486289.60082068,28.107941,25
197607,5,0.02626153,70112064,1890908.21491105,7.5963998,5.5
197607,6,0.04821229,86281728,4370554.11446437,17.586264,11
197607,7,0.01057015,44533148,475750.811775287,7.0444055,4
197607,8,0.05444586,321864768,18533263.5712012,11.433464,6
197607,9,0.06539525,118955320,8323425.37337843,12.930928,8
197607,10,0.02277762,282805120,6591772.44529991,12.230687,6.5
197607,11,0.08437265,160537728,14793129.034797,16.069012,7.5
197607,12,0.04814684,123023392,6222795.51068705,26.034836,18.5
197607,13,0.12792068,383370144,56234528.6575285,11.251727,6
197607,14,0.07820679,392570048,33306432.4744005,13.886739,6
197607,15,0.0554711,494814752,29059903.3969921,9.4288778,4
197607,16,0.06498877,707369984,49166366.9056463,13.009128,6
197607,17,0.06157788,1324345600,86901611.4361499,16.400045,8
197607,18,0.06243626,20012988,1332747.91764545,13.127007,2
197607,19,0.10772489,618800704,74708166.823484,16.111612,7
197607,20,0.05830904,647790272,40110854.2888198,18.810371,10
197607,21,0.08879836,1211812608,118093479.526357,18.445377,8
197607,22,0.08583939,278520384,26152975.3126486,17.538555,6
197608,1,0.02926524,1124755456,33908581.1258571,18.186375,10
197608,2,0.03037976,189915504,5950357.87598559,24.590763,12
197608,3,0.0170041,48935424,846496.758774273,17.229229,10
197608,4,0.02642044,183523808,4980363.14344512,25.851456,24
197608,5,0.02817579,74695440,2165621.11721584,12.696103,4
197608,6,0.05014832,93160384,4918490.79864225,11.432182,8
197608,7,0.02237765,46242060,1058474.81285488,10.677016,7
197608,8,0.05651454,332322784,19906050.5598882,13.228248,8
197608,9,0.05549428,117957848,6930594.1790479,12.908418,8
197608,10,0.02581067,275851936,7308562.17544193,9.5077457,4
197608,11,0.09094293,162547648,16261420.6099609,13.863337,6.5
197608,12,0.03842823,130844480,5229065.50352492,18.641087,8
197608,13,0.11288435,383709760,48826584.049392,13.270672,6
197608,14,0.08596288,368696800,34675001.7929075,14.669291,8
197608,15,0.05594407,468208544,27745698.8805039,8.3578253,4
197608,16,0.0672786,714157632,51513266.0838222,14.116764,7
197608,17,0.06463052,1311895680,90647067.0650422,15.552255,8
197608,18,0.08122819,19751116,1746187.01368302,14.572466,4.5
197608,19,0.09728372,612489920,66006672.5284963,16.727062,8
197608,20,0.05211738,635611264,34947780.5365482,17.797167,9
197608,21,0.08325662,1205728640,109501626.511442,18.244183,8
197608,22,0.08848709,279194496,27103410.4114407,15.246218,8
197609,1,0.02777782,1123761280,32107515.3405877,18.492228,12
197609,2,0.03398943,196914448,6928505.80950128,16.13043,8
197609,3,0.02669205,45255080,1241077.76795001,8.4667826,6.5
197609,4,0.02429145,190392416,4740050.55468992,18.713751,7.5
197609,5,0.02629209,71939288,1942506.79819569,13.056898,4
197609,6,0.04198973,96884304,4246453.18906437,13.52212,8
197609,7,0.00793155,44279392,354012.076099789,14.236302,15
197609,8,0.03781924,404520640,15899988.6560958,14.608519,6
197609,9,0.07186426,113246936,8768552.81201364,12.481724,6
197609,10,0.02740421,279588480,7877785.91916463,9.7066183,4
197609,11,0.09216002,156805072,15918178.1921759,11.57483,6
197609,12,0.03758747,127344800,4973510.52739931,15.019406,4
197609,13,0.12351632,362856448,51134657.9154005,10.70135,4
197609,14,0.09773979,321000640,34773266.9530729,18.384642,9
197609,15,0.06973322,383540160,28750344.450777,6.7777209,4
197609,16,0.06140381,705015040,46122720.3184177,13.754526,5
197609,17,0.06598572,1285519232,90818645.8320177,12.478045,5
197609,18,0.05481366,17599690,1020648.92703104,5.3784494,3
197609,19,0.10833016,563419904,68450636.782225,14.509542,6
197609,20,0.05142354,631689088,34244671.3091863,18.487385,8
197609,21,0.08018048,1172749056,102228296.078808,16.651068,8
197609,22,0.09982427,269779392,29916970.6202186,15.698525,6
197610,1,0.02733819,1111641088,31244421.1987214,17.554924,9
197610,2,0.02728374,192864416,5409658.29171586,15.811495,9
197610,3,0.0112222,42702696,484657.114117247,23.113373,27
197610,4,0.02925158,189341376,5705427.16657121,23.312508,10
197610,5,0.02779629,63936100,1827997.93786942,8.0552578,4
197610,6,0.02513705,94736552,2442802.28769757,8.3146019,6
197610,7,0,41639048,0,0,0
197610,8,0.02573235,413083520,10910358.8894407,22.725454,8
197610,9,0.07108247,119081136,9112306.53305242,18.494633,12
197610,10,0.02592823,280194688,7458333.70701446,11.73504,7.5
197610,11,0.10348483,149809392,17292512.1429048,14.459496,8
197610,12,0.03445227,126468016,4512578.81741001,14.250599,8.5
197610,13,0.11233604,366482144,46379209.5239169,11.210201,5
197610,14,0.102226,317483680,36150619.9463117,16.453777,7
197610,15,0.06685492,387800864,27783885.1581909,8.4676161,4
197610,16,0.06493939,715998976,49725692.9067568,13.399714,6
197610,17,0.06159178,1331189120,87371685.0193763,15.195533,8
197610,18,0.06320118,18957044,1278937.93686879,3.3956063,2.5
197610,19,0.0987965,572224704,62731445.193828,16.105486,6
197610,20,0.04962148,633906496,33097737.2185706,16.458811,7
197610,21,0.08210163,1188424832,106298931.372627,16.063776,8
197610,22,0.10422623,269684128,31378636.988084,15.8901,6
197611,1,0.02901966,1117346048,33394087.479983,17.930441,10
197611,2,0.02174382,193621536,4303649.60935644,19.657593,10
197611,3,0.01956538,42604948,850216.812519574,16.589645,12
197611,4,0.02934601,186824352,5648304.50244739,21.490475,7.5
197611,5,0.03132695,68610808,2218878.03286733,15.301407,5.5
197611,6,0.03221796,96161016,3201249.49523486,19.562578,11
197611,7,0.00393072,40442612,159595.910678663,99,99
197611,8,0.02379069,432513600,10540564.2754872,20.855133,12
197611,9,0.07146611,119830000,9222909.42046283,17.582821,12
197611,10,0.02346144,279641664,6718419.92745904,14.385025,4.5
197611,11,0.07967678,159803648,13834965.6166379,11.691609,7
197611,12,0.04854249,128891920,6575947.60871749,15.293917,10
197611,13,0.12779666,352047680,51582601.9019244,11.811279,6
197611,14,0.11041285,303684224,37692361.7566625,18.152147,8
197611,15,0.09232556,363936320,37018365.9113935,10.514991,4
197611,16,0.06558476,713250048,50061612.0281477,12.97473,6.5
197611,17,0.05901314,1336663552,83827645.9323494,15.009217,8
197611,18,0.12005945,15910646,2170855.07413507,17.562529,4
197611,19,0.11553342,560462784,73210434.0429022,14.08734,6
197611,20,0.06255953,629366336,42000386.6250644,16.56616,8
197611,21,0.08610274,1190444416,112157602.962175,16.131977,8
197611,22,0.10014399,270649504,30120286.9357743,15.373187,8
197612,1,0.03047645,1099733120,34569517.6203033,20.972656,12
197612,2,0.01998395,197010960,4017339.48550332,15.530109,8
197612,3,0.00870729,37266776,327342.895517753,11.488913,11.5
197612,4,0.03415887,185211024,6550351.91075667,22.146738,12.5
197612,5,0.03388891,66213228,2322604.66495782,12.216854,7
197612,6,0.0217277,91780184,2038463.42567075,19.730797,20
197612,7,0.00785849,41611432,329593.126546716,5.2817807,5.5
