0.0020068,0.050974,-0.26634,-0.30034,-0.14629,0.28938,-0.0019712,0.03172,0.12595,-0.050955,0.10368,0.2053,-0.15656,0.13356,-0.16805,0.18669,0.0021569,0.018807,0.013505,-0.030602,-0.024312,0.07428
-0.0018764,0.008644,-0.34365,-0.24503,-0.092142,0.28723,-0.0089649,0.037835,0.16652,-0.11242,0.10631,0.18975,-0.10296,0.14732,-0.15039,0.20893,-0.0010227,0.011819,0.011851,0.0050045,-0.039603,-0.0077501
0.00052232,-0.020391,-0.25663,-0.2096,-0.09038,0.33275,0.013668,0.094761,0.19978,-0.076152,0.087325,0.15882,-0.095545,0.13171,-0.12463,0.22975,-0.023185,-0.010683,0.013271,0.036432,-0.092929,-0.038708
-0.0037144,-0.077214,-0.19607,-0.1115,-0.085443,0.31583,0.021045,0.042696,0.13377,-0.043777,0.08047,0.16676,-0.070906,0.088091,-0.14378,0.1926,-0.025409,-0.028465,0.059344,-0.01102,-0.1091,-0.039933
-0.0055333,-0.031675,-0.21591,-0.092395,-0.05882,0.2958,-0.0066505,0.02505,0.11616,-0.095682,0.045501,0.14251,-0.019488,0.044427,-0.14121,0.17619,-0.043877,-0.020256,0.054638,-0.014463,-0.093276,-0.037995
-0.010599,0.0014182,-0.15496,-0.065344,-0.011813,0.27536,-0.021838,0.0069587,0.12333,-0.11115,0.040604,0.11544,0.018365,0.026693,-0.13647,0.16399,-0.053302,-0.019058,0.053495,0.0014018,-0.095987,-0.024848
-0.0009514,-0.024976,-0.12527,-0.026298,0.01611,0.20793,-0.049813,-0.023213,0.10378,-0.13924,-0.011797,0.074706,0.023807,0.024032,-0.15106,0.14104,-0.086688,-0.023104,0.038394,-0.0039788,-0.10192,-0.042627
0.0059856,-0.020915,-0.044075,-0.034023,0.017929,0.22959,-0.042394,0.016317,0.12386,-0.092425,-0.022921,0.092374,0.0085877,0.0034637,-0.12219,0.11664,-0.11119,-0.061622,0.02743,0.022294,-0.14733,-0.058374
-0.014441,-0.00074823,-0.058353,-0.0044174,0.041198,0.15273,-0.050121,-0.0027888,0.092978,-0.093172,-0.05066,0.10474,0.021569,-0.033267,-0.1394,0.10449,-0.12251,-0.0666,0.047628,0.012377,-0.15719,-0.048495
-0.016155,-0.062812,-0.082731,0.023335,0.070938,0.12208,-0.062703,-0.024068,0.084783,-0.10705,-0.060968,0.092905,0.092084,0.0015556,-0.13336,0.10053,-0.10684,-0.057674,0.050036,0.03022,-0.14077,-0.058556
-0.0057497,-0.10083,-0.083408,-0.0076671,0.12367,0.03593,-0.072922,-0.054649,0.060306,-0.13708,-0.053498,0.01145,0.11615,0.025541,-0.13833,0.11133,-0.11889,-0.05139,0.038686,0.014856,-0.15886,-0.06965
0.0013303,-0.14269,-0.032266,0.048584,0.14947,0.054519,-0.05776,0.012584,0.060622,-0.12692,-0.027429,-0.028261,0.12293,0.041553,-0.11197,0.091688,-0.12146,-0.051507,0.049687,0.021523,-0.1787,-0.08171
