5.0095e-05,0.00026622,0.00027166,0.0024839,0.0033408,0.0016343,0.0026005,0.0025009,0.001204,0.0015114,0.003482,0.0014715,0.0044331,0.0027489,0.001861,0.0045508,0.004752,0.00049826,0.0021746,0.0012815,0.0043211
1.6225e-05,0.00016989,0.00031072,0.0014054,0.0022942,0.00088995,0.0018021,0.0010376,0.00072951,0.0013539,0.010011,0.00076023,0.0080553,0.0030198,0.0021723,0.0020025,0.0018974,0.0003238,0.00028859,0.0015907,0.0078434
1.6528e-06,4.08e-05,0.00011744,7.0887e-05,0.0017893,0.00032364,0.0012897,0.00041178,0.00020943,0.0032104,0.0024318,0.00010783,0.0088091,0.0015227,0.0010025,0.0015783,0.00077661,5.222e-05,1.7485e-05,0.00021691,0.0018853
0,0.00030151,0.00039067,0.00053055,0.004958,0.00067894,0.00043509,3.1663e-05,0.00019754,0.00040114,2.1818e-05,2.4652e-05,0.0065866,0,0.00047046,0.00022605,3.3081e-05,1.4492e-05,2.5992e-06,5.2378e-05,0.0023248
1.6383e-05,0.00014209,6.6004e-05,5.7501e-06,0.00011689,0.00081071,9.1838e-05,2.1263e-06,1.0791e-05,1.2681e-05,1.4177e-05,1.1026e-06,0.0023906,0.00011712,0.00012815,0.0013094,0.0006424,1.5595e-05,4.7288e-07,7.5377e-05,0.0024136
0,0,0,7.0935e-07,0,5.5105e-07,2.1266e-06,3.7812e-06,1.3396e-06,2.2849e-06,0,1.6382e-05,5.923e-05,0.00010184,0.00010176,0.0023241,0.007569,4.4114e-06,0,0.00084269,0.0039027
0,1.5516e-05,1.0633e-05,8.3493e-06,2.6622e-05,1.2838e-05,2.0321e-05,9.8457e-06,1.2602e-05,5.1275e-05,0.00038988,4.9385e-05,0.0047758,0.00015642,0.00014414,3.0718e-05,3.308e-05,2.8357e-06,1.1814e-06,6.6949e-05,0.0019987
2.5981e-06,0,8.6602e-07,7.8608e-07,4.3314e-06,1.732e-06,6.775e-06,3.8671e-05,8.98e-06,0.00011736,9.6861e-06,1.732e-06,0.00013303,3.7019e-05,0.00029142,0.059545,0.0039353,0.00023558,3.8571e-06,0.00054418,0.0016966
1.1033e-06,2.5987e-06,1.5438e-05,4.6076e-05,0.00030135,0.00027938,0.00041524,0.00077007,2.8198e-05,0.003488,0.00015737,0.00010286,0.0024224,0.00027276,0.00029434,0.0018956,0.00028386,0.0014252,0.0001187,0.00066799,0.00053205
9.4319e-07,1.788e-05,1.2915e-05,2.0634e-05,7.7509e-05,6.3173e-05,0.00010129,0.0036425,3.4655e-05,7.0884e-06,0.00022716,3.9776e-05,0.0012674,0.00020093,0.0012415,0.0019938,0.045121,4.3323e-05,2.1502e-05,7.6242e-05,0.0036534
